Alpha,Beta,SumResidualSquare,Method
0.28900000000000003,7.699999999999993E-10,4392.607047277558,4thOrderRungeKutta
0.20900000000000002,7.799999999999993E-10,9907.581450169379,4thOrderRungeKutta
0.36,7.599999999999993E-10,2546.778862191536,4thOrderRungeKutta
0.329,7.699999999999993E-10,3121.7652336830483,4thOrderRungeKutta
0.29000000000000004,7.699999999999993E-10,4351.908311243653,4thOrderRungeKutta
0.279,7.399999999999994E-10,4994.2913501122475,4thOrderRungeKutta
0.33,7.699999999999993E-10,3098.0994903645014,4thOrderRungeKutta
0.21000000000000002,7.799999999999993E-10,9798.80773015203,4thOrderRungeKutta
0.23900000000000002,7.699999999999993E-10,7250.541954169484,4thOrderRungeKutta
0.28,7.399999999999994E-10,4945.872317836051,4thOrderRungeKutta
0.24000000000000002,7.699999999999993E-10,7174.208699528013,4thOrderRungeKutta
0.309,7.599999999999993E-10,3708.060331474924,4thOrderRungeKutta
0.339,7.599999999999993E-10,2923.3333021751305,4thOrderRungeKutta
0.259,7.799999999999993E-10,5820.903067204269,4thOrderRungeKutta
0.31,7.599999999999993E-10,3676.318727384712,4thOrderRungeKutta
0.269,7.799999999999993E-10,5265.8811827796335,4thOrderRungeKutta
0.34,7.599999999999993E-10,2902.530460688208,4thOrderRungeKutta
0.34900000000000003,7.699999999999993E-10,2708.6244161351983,4thOrderRungeKutta
0.26,7.799999999999993E-10,5762.219850847508,4thOrderRungeKutta
0.27,7.799999999999993E-10,5214.120143210251,4thOrderRungeKutta
0.219,7.899999999999992E-10,8764.83822540879,4thOrderRungeKutta
0.299,7.599999999999993E-10,4049.9410098837084,4thOrderRungeKutta
0.35000000000000003,7.699999999999993E-10,2691.063713628076,4thOrderRungeKutta
0.249,7.599999999999993E-10,6607.5319616669485,4thOrderRungeKutta
0.22,7.899999999999992E-10,8670.067058078637,4thOrderRungeKutta
0.3,7.599999999999993E-10,4013.675972472443,4thOrderRungeKutta
0.25,7.599999999999993E-10,6539.070804320506,4thOrderRungeKutta
0.319,7.899999999999992E-10,3316.4873168487825,4thOrderRungeKutta
0.32,7.899999999999992E-10,3290.103980967201,4thOrderRungeKutta
0.28900000000000003,7.799999999999993E-10,4346.005730259522,4thOrderRungeKutta
0.359,7.699999999999993E-10,2544.9322234578494,4thOrderRungeKutta
0.329,7.799999999999993E-10,3094.9969676006663,4thOrderRungeKutta
0.29000000000000004,7.799999999999993E-10,4305.922100989082,4thOrderRungeKutta
0.20900000000000002,7.899999999999992E-10,9779.394812312366,4thOrderRungeKutta
0.33,7.799999999999993E-10,3071.7208358894177,4thOrderRungeKutta
0.36,7.699999999999993E-10,2529.968785417479,4thOrderRungeKutta
0.21000000000000002,7.899999999999992E-10,9672.241419089385,4thOrderRungeKutta
0.279,7.499999999999994E-10,4938.608021879019,4thOrderRungeKutta
0.23900000000000002,7.799999999999993E-10,7161.62130218934,4thOrderRungeKutta
0.28,7.499999999999994E-10,4890.911500906862,4thOrderRungeKutta
0.23700000000000002,4.600000000000003E-10,11065.02815493815,4thOrderRungeKutta
0.24000000000000002,7.799999999999993E-10,7086.411887327962,4thOrderRungeKutta
0.23800000000000002,4.600000000000003E-10,10939.949953663932,4thOrderRungeKutta
0.309,7.699999999999993E-10,3671.9274808897458,4thOrderRungeKutta
0.31,7.699999999999993E-10,3640.6809848611715,4thOrderRungeKutta
0.339,7.699999999999993E-10,2899.866023432096,4thOrderRungeKutta
0.34,7.699999999999993E-10,2879.4163815598245,4thOrderRungeKutta
0.259,7.899999999999992E-10,5753.064149277238,4thOrderRungeKutta
0.269,7.899999999999992E-10,5206.248168741234,4thOrderRungeKutta
0.34900000000000003,7.799999999999993E-10,2688.881849205938,4thOrderRungeKutta
0.26,7.899999999999992E-10,5695.246721339662,4thOrderRungeKutta
0.27,7.899999999999992E-10,5155.254873230134,4thOrderRungeKutta
0.219,7.999999999999992E-10,8653.673682826851,4thOrderRungeKutta
0.299,7.699999999999993E-10,4008.5316218482994,4thOrderRungeKutta
0.35000000000000003,7.799999999999993E-10,2671.633311055544,4thOrderRungeKutta
0.249,7.699999999999993E-10,6528.041939477527,4thOrderRungeKutta
0.319,7.999999999999992E-10,3286.575890442309,4thOrderRungeKutta
0.22,7.999999999999992E-10,8560.303810712256,4thOrderRungeKutta
0.28900000000000003,7.899999999999992E-10,4300.1254951510455,4thOrderRungeKutta
0.3,7.699999999999993E-10,3972.8220072028676,4thOrderRungeKutta
0.25,7.699999999999993E-10,6460.589060400939,4thOrderRungeKutta
0.32,7.999999999999992E-10,3260.6168787566357,4thOrderRungeKutta
0.29000000000000004,7.899999999999992E-10,4260.648315457037,4thOrderRungeKutta
0.359,7.799999999999993E-10,2528.162566881742,4thOrderRungeKutta
0.36,7.799999999999993E-10,2513.4789365089555,4thOrderRungeKutta
0.329,7.899999999999992E-10,3068.678412113773,4thOrderRungeKutta
0.20900000000000002,7.999999999999992E-10,9653.18170712203,4thOrderRungeKutta
0.23900000000000002,7.899999999999992E-10,7074.048452520286,4thOrderRungeKutta
0.33,7.899999999999992E-10,3045.7867320298074,4thOrderRungeKutta
0.24000000000000002,7.899999999999992E-10,6999.945519576751,4thOrderRungeKutta
0.21000000000000002,7.999999999999992E-10,9547.622050794793,4thOrderRungeKutta
0.279,7.599999999999993E-10,4883.77652664258,4thOrderRungeKutta
0.28,7.599999999999993E-10,4836.792086927565,4thOrderRungeKutta
0.309,7.799999999999993E-10,3636.3706714268114,4thOrderRungeKutta
0.31,7.799999999999993E-10,3605.6125184732,4thOrderRungeKutta
0.339,7.799999999999993E-10,2876.8051271532017,4thOrderRungeKutta
0.34,7.799999999999993E-10,2856.7040594225755,4thOrderRungeKutta
0.259,7.999999999999992E-10,5686.2530368868765,4thOrderRungeKutta
0.219,8.099999999999992E-10,8544.205288233707,4thOrderRungeKutta
0.269,7.999999999999992E-10,5147.522460681433,4thOrderRungeKutta
0.26,7.999999999999992E-10,5629.288579364876,4thOrderRungeKutta
0.28900000000000003,7.999999999999992E-10,4254.955856744272,4thOrderRungeKutta
0.299,7.799999999999993E-10,3967.771004829842,4thOrderRungeKutta
0.34900000000000003,7.899999999999992E-10,2669.4970500659215,4thOrderRungeKutta
0.22,8.099999999999992E-10,8452.214293674933,4thOrderRungeKutta
0.27,7.999999999999992E-10,5097.285750769817,4thOrderRungeKutta
0.35000000000000003,7.899999999999992E-10,2652.5566466114396,4thOrderRungeKutta
0.29000000000000004,7.999999999999992E-10,4216.07661329213,4thOrderRungeKutta
0.3,7.799999999999993E-10,3932.609103589025,4thOrderRungeKutta
0.249,7.799999999999993E-10,6449.755862771094,4thOrderRungeKutta
0.319,8.099999999999992E-10,3257.1556375617624,4thOrderRungeKutta
0.25,7.799999999999993E-10,6383.295950165877,4thOrderRungeKutta
0.32,8.099999999999992E-10,3231.61527602642,4thOrderRungeKutta
0.23700000000000002,4.700000000000003E-10,10916.96900607635,4thOrderRungeKutta
0.359,7.899999999999992E-10,2511.7124991383885,4thOrderRungeKutta
0.279,7.699999999999993E-10,4829.784148541006,4thOrderRungeKutta
0.329,7.999999999999992E-10,3042.8034277986385,4thOrderRungeKutta
0.23800000000000002,4.700000000000003E-10,10793.815949273418,4thOrderRungeKutta
0.33,7.999999999999992E-10,3020.2911183380015,4thOrderRungeKutta
0.23900000000000002,7.999999999999992E-10,6987.801814222133,4thOrderRungeKutta
0.36,7.899999999999992E-10,2497.305105995995,4thOrderRungeKutta
0.28,7.699999999999993E-10,4783.501539017419,4thOrderRungeKutta
0.309,7.899999999999992E-10,3601.3817808028393,4thOrderRungeKutta
0.24000000000000002,7.999999999999992E-10,6914.788328654275,4thOrderRungeKutta
0.20900000000000002,8.099999999999992E-10,9528.908447830028,4thOrderRungeKutta
0.31,7.899999999999992E-10,3571.1053140486865,4thOrderRungeKutta
0.21000000000000002,8.099999999999992E-10,9424.916469811888,4thOrderRungeKutta
0.339,7.899999999999992E-10,2854.1451297159115,4thOrderRungeKutta
0.259,8.099999999999992E-10,5620.453975681794,4thOrderRungeKutta
0.34,7.899999999999992E-10,2834.3880802946546,4thOrderRungeKutta
0.34900000000000003,7.999999999999992E-10,2650.4652622491653,4thOrderRungeKutta
0.26,8.099999999999992E-10,5564.329897493348,4thOrderRungeKutta
0.28900000000000003,8.099999999999992E-10,4210.486509583578,4thOrderRungeKutta
0.35000000000000003,7.999999999999992E-10,2633.8290232021686,4thOrderRungeKutta
0.29000000000000004,8.099999999999992E-10,4172.196830033472,4thOrderRungeKutta
0.269,8.099999999999992E-10,5089.690416293584,4thOrderRungeKutta
0.299,7.899999999999992E-10,3927.6498605600186,4thOrderRungeKutta
0.219,8.199999999999991E-10,8436.40484937644,4thOrderRungeKutta
0.27,8.099999999999992E-10,5040.199326624872,4thOrderRungeKutta
0.3,7.899999999999992E-10,3893.028089168781,4thOrderRungeKutta
0.22,8.199999999999991E-10,8345.770749725387,4thOrderRungeKutta
0.249,7.899999999999992E-10,6372.65478368621,4thOrderRungeKutta
0.319,8.199999999999991E-10,3228.219785162395,4thOrderRungeKutta
0.25,7.899999999999992E-10,6307.17280529598,4thOrderRungeKutta
0.32,8.199999999999991E-10,3203.09248778056,4thOrderRungeKutta
0.279,7.799999999999993E-10,4776.618397005605,4thOrderRungeKutta
0.329,8.099999999999992E-10,3017.365971971526,4thOrderRungeKutta
0.28,7.799999999999993E-10,4731.027541907898,4thOrderRungeKutta
0.359,7.999999999999992E-10,2495.5778217707066,4thOrderRungeKutta
0.23900000000000002,8.099999999999992E-10,6902.860212691153,4thOrderRungeKutta
0.33,8.099999999999992E-10,2995.2280296716267,4thOrderRungeKutta
0.36,7.999999999999992E-10,2481.4431470765117,4thOrderRungeKutta
0.20900000000000002,8.199999999999991E-10,9406.542046238814,4thOrderRungeKutta
0.24000000000000002,8.099999999999992E-10,6830.919456023552,4thOrderRungeKutta
0.21000000000000002,8.199999999999991E-10,9304.092206431542,4thOrderRungeKutta
0.309,7.999999999999992E-10,3566.952820507798,4thOrderRungeKutta
0.259,8.199999999999991E-10,5555.651499600715,4thOrderRungeKutta
0.31,7.999999999999992E-10,3537.1514891314,4thOrderRungeKutta
0.26,8.199999999999991E-10,5500.355431761714,4thOrderRungeKutta
0.339,7.999999999999992E-10,2831.880632458992,4thOrderRungeKutta
0.34,7.999999999999992E-10,2812.463113912431,4thOrderRungeKutta
0.299,7.999999999999992E-10,3888.159047233876,4thOrderRungeKutta
0.28900000000000003,8.199999999999991E-10,4166.707324292188,4thOrderRungeKutta
0.34900000000000003,8.099999999999992E-10,2631.781801374706,4thOrderRungeKutta
0.3,7.999999999999992E-10,3854.0699454933647,4thOrderRungeKutta
0.269,8.199999999999991E-10,5032.738637136937,4thOrderRungeKutta
0.29000000000000004,8.199999999999991E-10,4128.998974507703,4thOrderRungeKutta
0.35000000000000003,8.099999999999992E-10,2615.44581478604,4thOrderRungeKutta
0.23700000000000002,4.800000000000003E-10,10771.268008260779,4thOrderRungeKutta
0.27,8.199999999999991E-10,4983.982391451304,4thOrderRungeKutta
0.219,8.299999999999991E-10,8330.244741210012,4thOrderRungeKutta
0.249,7.999999999999992E-10,6296.720112220243,4thOrderRungeKutta
0.279,7.899999999999992E-10,4724.267001991543,4thOrderRungeKutta
0.23800000000000002,4.800000000000003E-10,10650.006638962217,4thOrderRungeKutta
0.22,8.299999999999991E-10,8240.9459786456,4thOrderRungeKutta
0.25,7.999999999999992E-10,6232.201309190754,4thOrderRungeKutta
0.319,8.299999999999991E-10,3199.761668448893,4thOrderRungeKutta
0.28,7.899999999999992E-10,4679.357997261792,4thOrderRungeKutta
0.359,8.099999999999992E-10,2479.7543987733143,4thOrderRungeKutta
0.32,8.299999999999991E-10,3175.041935649194,4thOrderRungeKutta
0.36,8.099999999999992E-10,2465.8889745172974,4thOrderRungeKutta
0.329,8.199999999999991E-10,2992.3600968844808,4thOrderRungeKutta
0.23900000000000002,8.199999999999991E-10,6819.202880028128,4thOrderRungeKutta
0.33,8.199999999999991E-10,2970.591594418521,4thOrderRungeKutta
0.20900000000000002,8.299999999999991E-10,9286.05019529223,4thOrderRungeKutta
0.21000000000000002,8.299999999999991E-10,9185.117459625682,4thOrderRungeKutta
0.24000000000000002,8.199999999999991E-10,6748.318442791974,4thOrderRungeKutta
0.259,8.299999999999991E-10,5491.830424559259,4thOrderRungeKutta
0.309,8.099999999999992E-10,3533.07593318756,4thOrderRungeKutta
0.26,8.299999999999991E-10,5437.350215480647,4thOrderRungeKutta
0.31,8.099999999999992E-10,3503.7432904060506,4thOrderRungeKutta
0.339,8.099999999999992E-10,2810.006320126018,4thOrderRungeKutta
0.34900000000000003,8.199999999999991E-10,2613.442053858608,4thOrderRungeKutta
0.34,8.099999999999992E-10,2790.923912200715,4thOrderRungeKutta
0.35000000000000003,8.199999999999991E-10,2597.402465104559,4thOrderRungeKutta
0.299,8.099999999999992E-10,3849.2895763746865,4thOrderRungeKutta
0.269,8.299999999999991E-10,4976.653963428114,4thOrderRungeKutta
0.3,8.099999999999992E-10,3815.7258050459122,4thOrderRungeKutta
0.28900000000000003,8.299999999999991E-10,4123.608343987297,4thOrderRungeKutta
0.249,8.099999999999992E-10,6221.933608126412,4thOrderRungeKutta
0.27,8.299999999999991E-10,4928.621970652828,4thOrderRungeKutta
0.29000000000000004,8.299999999999991E-10,4086.473225309571,4thOrderRungeKutta
0.219,8.399999999999991E-10,8225.697892182729,4thOrderRungeKutta
0.279,7.999999999999992E-10,4672.717909327626,4thOrderRungeKutta
0.25,8.099999999999992E-10,6158.363489025285,4thOrderRungeKutta
0.28,7.999999999999992E-10,4628.481019110265,4thOrderRungeKutta
0.22,8.399999999999991E-10,8137.713323811573,4thOrderRungeKutta
0.359,8.199999999999991E-10,2464.2381554981935,4thOrderRungeKutta
0.319,8.399999999999991E-10,3171.774728825989,4thOrderRungeKutta
0.36,8.199999999999991E-10,2450.63856357927,4thOrderRungeKutta
0.32,8.399999999999991E-10,3147.457145872945,4thOrderRungeKutta
0.23900000000000002,8.299999999999991E-10,6736.80944566479,4thOrderRungeKutta
0.329,8.299999999999991E-10,2967.7799479586865,4thOrderRungeKutta
0.20900000000000002,8.399999999999991E-10,9167.401252154961,4thOrderRungeKutta
0.24000000000000002,8.299999999999991E-10,6666.965220525366,4thOrderRungeKutta
0.259,8.399999999999991E-10,5428.975842299119,4thOrderRungeKutta
0.33,8.299999999999991E-10,2946.3760327628397,4thOrderRungeKutta
0.26,8.399999999999991E-10,5375.299553202565,4thOrderRungeKutta
0.21000000000000002,8.399999999999991E-10,9067.961080485777,4thOrderRungeKutta
0.309,8.199999999999991E-10,3499.743390084319,4thOrderRungeKutta
0.339,8.199999999999991E-10,2788.516959342838,4thOrderRungeKutta
0.34900000000000003,8.299999999999991E-10,2595.441475653408,4thOrderRungeKutta
0.299,8.199999999999991E-10,3811.032609773737,4thOrderRungeKutta
0.31,8.199999999999991E-10,3470.8730911865728,4thOrderRungeKutta
0.34,8.199999999999991E-10,2769.7653077757027,4thOrderRungeKutta
0.23700000000000002,4.900000000000003E-10,10627.882525607707,4thOrderRungeKutta
0.35000000000000003,8.299999999999991E-10,2579.6944864429297,4thOrderRungeKutta
0.3,8.199999999999991E-10,3777.986948238138,4thOrderRungeKutta
0.23800000000000002,4.900000000000003E-10,10508.480102711641,4thOrderRungeKutta
0.28900000000000003,8.399999999999991E-10,4081.179780780113,4thOrderRungeKutta
0.279,8.099999999999992E-10,4621.959276179892,4thOrderRungeKutta
0.269,8.399999999999991E-10,4921.423468960175,4thOrderRungeKutta
0.249,8.199999999999991E-10,6148.277373027126,4thOrderRungeKutta
0.29000000000000004,8.399999999999991E-10,4044.609927365137,4thOrderRungeKutta
0.27,8.399999999999991E-10,4874.105319397159,4thOrderRungeKutta
0.28,8.099999999999992E-10,4578.384929400758,4thOrderRungeKutta
0.25,8.199999999999991E-10,6085.641708017269,4thOrderRungeKutta
0.219,8.49999999999999E-10,8122.737770913535,4thOrderRungeKutta
0.22,8.49999999999999E-10,8036.046659140178,4thOrderRungeKutta
0.359,8.299999999999991E-10,2449.0250775846957,4thOrderRungeKutta
0.319,8.49999999999999E-10,3144.2525118912913,4thOrderRungeKutta
0.329,8.399999999999991E-10,2943.6197620593716,4thOrderRungeKutta
0.36,8.299999999999991E-10,2435.687948963305,4thOrderRungeKutta
0.32,8.49999999999999E-10,3120.3317473312454,4thOrderRungeKutta
0.23900000000000002,8.399999999999991E-10,6655.65992725042,4thOrderRungeKutta
0.33,8.399999999999991E-10,2922.575654986101,4thOrderRungeKutta
0.20900000000000002,8.49999999999999E-10,9050.564221794095,4thOrderRungeKutta
0.259,8.49999999999999E-10,5367.073114395723,4thOrderRungeKutta
0.24000000000000002,8.399999999999991E-10,6586.840102312772,4thOrderRungeKutta
0.21000000000000002,8.49999999999999E-10,8952.592556143434,4thOrderRungeKutta
0.26,8.49999999999999E-10,5314.189014841475,4thOrderRungeKutta
0.339,8.299999999999991E-10,2767.4073971277326,4thOrderRungeKutta
0.309,8.299999999999991E-10,3466.947588537407,4thOrderRungeKutta
0.299,8.299999999999991E-10,3773.379456501436,4thOrderRungeKutta
0.34900000000000003,8.399999999999991E-10,2577.775591011386,4thOrderRungeKutta
0.34,8.299999999999991E-10,2748.9822124791403,4thOrderRungeKutta
0.279,8.199999999999991E-10,4571.979466629304,4thOrderRungeKutta
0.35000000000000003,8.399999999999991E-10,2562.3174584142917,4thOrderRungeKutta
0.28900000000000003,8.49999999999999E-10,4039.412012360153,4thOrderRungeKutta
0.3,8.299999999999991E-10,3740.8448004726847,4thOrderRungeKutta
0.31,8.299999999999991E-10,3438.533388958643,4thOrderRungeKutta
0.29000000000000004,8.49999999999999E-10,4003.399588577909,4thOrderRungeKutta
0.28,8.199999999999991E-10,4529.058253655987,4thOrderRungeKutta
0.269,8.49999999999999E-10,4867.034456152428,4thOrderRungeKutta
0.249,8.299999999999991E-10,6075.7338427363175,4thOrderRungeKutta
0.27,8.49999999999999E-10,4820.419917756929,4thOrderRungeKutta
0.25,8.299999999999991E-10,6014.018657899789,4thOrderRungeKutta
0.219,8.59999999999999E-10,8021.338373245359,4thOrderRungeKutta
0.329,8.49999999999999E-10,2919.8738658049488,4thOrderRungeKutta
0.20900000000000002,8.59999999999999E-10,8935.508741035224,4thOrderRungeKutta
0.22,8.59999999999999E-10,7935.92037640983,4thOrderRungeKutta
0.33,8.49999999999999E-10,2899.184859806768,4thOrderRungeKutta
0.359,8.399999999999991E-10,2434.111209910054,4thOrderRungeKutta
0.23700000000000002,5.000000000000002E-10,10486.770868356798,4thOrderRungeKutta
0.23900000000000002,8.49999999999999E-10,6575.734721779283,4thOrderRungeKutta
0.21000000000000002,8.59999999999999E-10,8838.9819941577,4thOrderRungeKutta
0.319,8.59999999999999E-10,3117.188665475539,4thOrderRungeKutta
0.36,8.399999999999991E-10,2421.033223778321,4thOrderRungeKutta
0.24000000000000002,8.49999999999999E-10,6507.923774070732,4thOrderRungeKutta
0.23800000000000002,5.000000000000002E-10,10369.195347997147,4thOrderRungeKutta
0.32,8.59999999999999E-10,3093.659469615608,4thOrderRungeKutta
0.259,8.59999999999999E-10,5306.107866417649,4thOrderRungeKutta
0.34900000000000003,8.49999999999999E-10,2560.439991276556,4thOrderRungeKutta
0.26,8.59999999999999E-10,5254.004429946146,4thOrderRungeKutta
0.35000000000000003,8.49999999999999E-10,2545.2670267705353,4thOrderRungeKutta
0.339,8.399999999999991E-10,2746.6725594332256,4thOrderRungeKutta
0.28900000000000003,8.59999999999999E-10,3998.2955786604175,4thOrderRungeKutta
0.279,8.299999999999991E-10,4522.7670473561675,4thOrderRungeKutta
0.299,8.399999999999991E-10,3736.32156998741,4thOrderRungeKutta
0.309,8.399999999999991E-10,3434.68104953952,4thOrderRungeKutta
0.29000000000000004,8.59999999999999E-10,3962.832876553371,4thOrderRungeKutta
0.34,8.399999999999991E-10,2728.5696159443746,4thOrderRungeKutta
0.28,8.299999999999991E-10,4480.4897167399295,4thOrderRungeKutta
0.31,8.399999999999991E-10,3406.716802980274,4thOrderRungeKutta
0.3,8.399999999999991E-10,3704.2909292772774,4thOrderRungeKutta
0.269,8.59999999999999E-10,4813.474451220467,4thOrderRungeKutta
0.249,8.399999999999991E-10,6004.2857797847055,4thOrderRungeKutta
0.27,8.59999999999999E-10,4767.553465970638,4thOrderRungeKutta
0.25,8.399999999999991E-10,5943.477351592706,4thOrderRungeKutta
0.329,8.59999999999999E-10,2896.5366739149226,4thOrderRungeKutta
0.20900000000000002,8.69999999999999E-10,8822.20506307904,4thOrderRungeKutta
0.219,8.69999999999999E-10,7921.474209665731,4thOrderRungeKutta
0.319,8.69999999999999E-10,3090.5769377249735,4thOrderRungeKutta
0.23900000000000002,8.59999999999999E-10,6497.014596959746,4thOrderRungeKutta
0.33,8.59999999999999E-10,2876.1981327551184,4thOrderRungeKutta
0.359,8.49999999999999E-10,2419.4926555613206,4thOrderRungeKutta
0.21000000000000002,8.69999999999999E-10,8727.100107356124,4thOrderRungeKutta
0.32,8.69999999999999E-10,3067.4341411447645,4thOrderRungeKutta
0.22,8.69999999999999E-10,7837.309372934461,4thOrderRungeKutta
0.24000000000000002,8.59999999999999E-10,6430.197286082463,4thOrderRungeKutta
0.36,8.49999999999999E-10,2406.670538530065,4thOrderRungeKutta
0.259,8.69999999999999E-10,5246.065982236628,4thOrderRungeKutta
0.34900000000000003,8.59999999999999E-10,2543.4303336993626,4thOrderRungeKutta
0.26,8.69999999999999E-10,5194.731882115376,4thOrderRungeKutta
0.35000000000000003,8.59999999999999E-10,2528.5389022363024,4thOrderRungeKutta
0.339,8.49999999999999E-10,2726.307449717981,4thOrderRungeKutta
0.28900000000000003,8.69999999999999E-10,3957.8211786008605,4thOrderRungeKutta
0.34,8.49999999999999E-10,2708.5225841929005,4thOrderRungeKutta
0.29000000000000004,8.69999999999999E-10,3922.9006154025997,4thOrderRungeKutta
0.299,8.49999999999999E-10,3699.850545169618,4thOrderRungeKutta
0.309,8.49999999999999E-10,3402.9364153502293,4thOrderRungeKutta
0.279,8.399999999999991E-10,4474.310783431341,4thOrderRungeKutta
0.23700000000000002,5.100000000000002E-10,10347.892267454752,4thOrderRungeKutta
0.269,8.69999999999999E-10,4760.731199467876,4thOrderRungeKutta
0.31,8.49999999999999E-10,3375.4160719351617,4thOrderRungeKutta
0.3,8.49999999999999E-10,3668.317041503508,4thOrderRungeKutta
0.23800000000000002,5.100000000000002E-10,10232.1122849442,4thOrderRungeKutta
0.27,8.69999999999999E-10,4715.493879821847,4thOrderRungeKutta
0.28,8.399999999999991E-10,4432.668238725227,4thOrderRungeKutta
0.249,8.49999999999999E-10,5933.916266140529,4thOrderRungeKutta
0.25,8.49999999999999E-10,5874.001116064084,4thOrderRungeKutta
0.219,8.799999999999989E-10,7823.120293079075,4thOrderRungeKutta
0.329,8.69999999999999E-10,2873.60268759324,4thOrderRungeKutta
0.319,8.799999999999989E-10,3064.4111752258673,4thOrderRungeKutta
0.20900000000000002,8.799999999999989E-10,8710.624042469484,4thOrderRungeKutta
0.23900000000000002,8.69999999999999E-10,6419.480682813689,4thOrderRungeKutta
0.359,8.59999999999999E-10,2405.165574829951,4thOrderRungeKutta
0.22,8.799999999999989E-10,7740.189039584772,4thOrderRungeKutta
0.34900000000000003,8.69999999999999E-10,2526.7423402771547,4thOrderRungeKutta
0.33,8.69999999999999E-10,2853.6100445837064,4thOrderRungeKutta
0.32,8.799999999999989E-10,3041.649687320398,4thOrderRungeKutta
0.21000000000000002,8.799999999999989E-10,8616.918199107151,4thOrderRungeKutta
0.36,8.59999999999999E-10,2392.5961001305036,4thOrderRungeKutta
0.24000000000000002,8.69999999999999E-10,6353.642044761271,4thOrderRungeKutta
0.35000000000000003,8.69999999999999E-10,2512.1288593687595,4thOrderRungeKutta
0.259,8.799999999999989E-10,5186.933598479493,4thOrderRungeKutta
0.339,8.59999999999999E-10,2706.307147550121,4thOrderRungeKutta
0.26,8.799999999999989E-10,5136.357703556126,4thOrderRungeKutta
0.28900000000000003,8.799999999999989E-10,3917.9796669095986,4thOrderRungeKutta
0.34,8.59999999999999E-10,2688.8362582600357,4thOrderRungeKutta
0.29000000000000004,8.799999999999989E-10,3883.593782618015,4thOrderRungeKutta
0.269,8.799999999999989E-10,4708.792660694489,4thOrderRungeKutta
0.299,8.59999999999999E-10,3663.958115710051,4thOrderRungeKutta
0.309,8.59999999999999E-10,3371.7064471609474,4thOrderRungeKutta
0.279,8.49999999999999E-10,4426.5996342111675,4thOrderRungeKutta
0.27,8.799999999999989E-10,4664.229286132361,4thOrderRungeKutta
0.3,8.59999999999999E-10,3632.9149805906327,4thOrderRungeKutta
0.28,8.49999999999999E-10,4385.582930863327,4thOrderRungeKutta
0.31,8.59999999999999E-10,3344.6240516406538,4thOrderRungeKutta
0.249,8.59999999999999E-10,5864.60869612539,4thOrderRungeKutta
0.25,8.59999999999999E-10,5805.573585382447,4thOrderRungeKutta
0.20900000000000002,8.899999999999989E-10,8600.737120489599,4thOrderRungeKutta
0.219,8.899999999999989E-10,7726.252126922561,4thOrderRungeKutta
0.23900000000000002,8.799999999999989E-10,6343.114463499162,4thOrderRungeKutta
0.329,8.799999999999989E-10,2851.066492944485,4thOrderRungeKutta
0.21000000000000002,8.899999999999989E-10,8508.408149020983,4thOrderRungeKutta
0.22,8.899999999999989E-10,7644.535249144506,4thOrderRungeKutta
0.24000000000000002,8.799999999999989E-10,6278.239804634157,4thOrderRungeKutta
0.33,8.799999999999989E-10,2831.4152497102637,4thOrderRungeKutta
0.34900000000000003,8.799999999999989E-10,2510.371796618015,4thOrderRungeKutta
0.23700000000000002,5.200000000000002E-10,10211.206849943714,4thOrderRungeKutta
0.319,8.899999999999989E-10,3038.685321169798,4thOrderRungeKutta
0.35000000000000003,8.799999999999989E-10,2496.0327354391916,4thOrderRungeKutta
0.359,8.69999999999999E-10,2391.1261842237645,4thOrderRungeKutta
0.23800000000000002,5.200000000000002E-10,10097.191702275666,4thOrderRungeKutta
0.32,8.899999999999989E-10,3016.3001287243346,4thOrderRungeKutta
0.339,8.69999999999999E-10,2686.6668072397756,4thOrderRungeKutta
0.28900000000000003,8.899999999999989E-10,3878.76205101769,4thOrderRungeKutta
0.259,8.899999999999989E-10,5128.697099123249,4thOrderRungeKutta
0.36,8.69999999999999E-10,2378.8061709265558,4thOrderRungeKutta
0.34,8.69999999999999E-10,2669.505852849732,4thOrderRungeKutta
0.269,8.899999999999989E-10,4657.64700471619,4thOrderRungeKutta
0.29000000000000004,8.899999999999989E-10,3844.903506025497,4thOrderRungeKutta
0.26,8.899999999999989E-10,5078.868469778373,4thOrderRungeKutta
0.27,8.899999999999989E-10,4613.748018364541,4thOrderRungeKutta
0.279,8.59999999999999E-10,4379.622749330017,4thOrderRungeKutta
0.299,8.69999999999999E-10,3628.6361512718286,4thOrderRungeKutta
0.309,8.69999999999999E-10,3340.984022816588,4thOrderRungeKutta
0.249,8.69999999999999E-10,5796.346769508978,4thOrderRungeKutta
0.28,8.59999999999999E-10,4339.223091651867,4thOrderRungeKutta
0.3,8.69999999999999E-10,3598.076723893219,4thOrderRungeKutta
0.25,8.69999999999999E-10,5738.178693945794,4thOrderRungeKutta
0.31,8.69999999999999E-10,3314.333712806421,4thOrderRungeKutta
0.20900000000000002,8.999999999999989E-10,8492.516310978137,4thOrderRungeKutta
0.329,8.899999999999989E-10,2828.9227594265917,4thOrderRungeKutta
0.319,8.999999999999989E-10,3013.3934135592153,4thOrderRungeKutta
0.23900000000000002,8.899999999999989E-10,6267.8977693534825,4thOrderRungeKutta
0.21000000000000002,8.999999999999989E-10,8401.542399053531,4thOrderRungeKutta
0.32,8.999999999999989E-10,2991.3795793544123,4thOrderRungeKutta
